t,y1_x,y1_y,y1_z,y2_x,y2_y,y2_z,w_x,w_y,w_z,q_true_1,q_true_2,q_true_3,q_true_4,r1_x,r1_y,r1_z,r2_x,r2_y,r2_z,sun_valid
3900.000000,0.706038,-0.694192,-0.140029,-130.212354,227.835689,325.599100,-0.000001,-0.001144,-0.000001,0.469295,-0.746732,-0.350324,0.315318,0.188872,-0.900965,-0.390627,-322.567849,265.932610,-12.796175,1
3910.000000,0.705511,-0.692973,-0.148467,-120.884180,227.284076,328.541420,-0.000001,-0.001145,-0.000000,0.467284,-0.748524,-0.353003,0.311042,0.188874,-0.900965,-0.390627,-325.606467,260.691520,-13.235264,1
3920.000000,0.704213,-0.693235,-0.153324,-111.199255,226.713421,330.957802,-0.000001,-0.001145,-0.000001,0.465257,-0.750291,-0.355671,0.306755,0.188876,-0.900964,-0.390627,-328.551808,255.399607,-13.597544,1
3930.000000,0.701906,-0.693531,-0.162304,-102.086261,226.601207,333.406000,-0.000001,-0.001144,-0.000001,0.463214,-0.752033,-0.358326,0.302457,0.188878,-0.900964,-0.390627,-331.403014,250.059175,-13.883314,1
3940.000000,0.701169,-0.692461,-0.169883,-91.712630,225.986802,334.981485,-0.000000,-0.001145,-0.000000,0.461157,-0.753751,-0.360970,0.298150,0.188880,-0.900963,-0.390626,-334.159231,244.672498,-14.092880,1
3950.000000,0.698012,-0.693464,-0.178568,-81.741972,225.105511,336.533420,-0.000000,-0.001144,-0.000001,0.459084,-0.755445,-0.363603,0.293834,0.188882,-0.900963,-0.390626,-336.819603,239.241823,-14.226562,1
3960.000000,0.695384,-0.693853,-0.187110,-72.274821,224.761511,338.189484,-0.000001,-0.001145,-0.000000,0.456997,-0.757113,-0.366223,0.289507,0.188884,-0.900963,-0.390626,-339.383275,233.769375,-14.284691,1
3970.000000,0.693550,-0.693874,-0.193720,-62.499824,224.537681,339.077012,-0.000001,-0.001145,0.000000,0.454894,-0.758757,-0.368831,0.285172,0.188886,-0.900962,-0.390626,-341.849381,228.257355,-14.267609,1
3980.000000,0.691657,-0.693355,-0.202162,-52.358805,223.474054,339.957454,-0.000001,-0.001145,-0.000000,0.452777,-0.760376,-0.371427,0.280826,0.188888,-0.900962,-0.390626,-344.217048,222.707955,-14.175671,1
3990.000000,0.688555,-0.693875,-0.210783,-42.721892,222.151994,340.492146,-0.000000,-0.001145,-0.000001,0.450645,-0.761970,-0.374011,0.276472,0.188890,-0.900962,-0.390626,-346.485392,217.123353,-14.009241,1
4000.000000,0.686863,-0.693206,-0.218371,-32.537852,222.804419,340.666023,-0.000001,-0.001145,-0.000000,0.448498,-0.763539,-0.376583,0.272109,0.188892,-0.900961,-0.390625,-348.653518,211.505723,-13.768701,1
4010.000000,0.684260,-0.692661,-0.228055,-22.561133,221.046085,339.897850,-0.000001,-0.001144,-0.000001,0.446336,-0.765083,-0.379143,0.267736,0.188895,-0.900961,-0.390625,-350.720515,205.857236,-13.454444,1
4020.000000,0.681094,-0.694137,-0.232991,-12.388752,221.493149,339.788420,-0.000001,-0.001145,-0.000001,0.444160,-0.766602,-0.381690,0.263355,0.188897,-0.900961,-0.390625,-352.685504,200.179995,-13.066873,1
4030.000000,0.678341,-0.693978,-0.241345,-2.939454,220.891913,338.860643,-0.000001,-0.001144,0.000000,0.441970,-0.768096,-0.384224,0.258966,0.188899,-0.900960,-0.390625,-354.547534,194.476028,-12.606398,1
4040.000000,0.676539,-0.692922,-0.249309,6.604833,220.304488,337.465499,-0.000000,-0.001145,-0.000000,0.439764,-0.769565,-0.386746,0.254568,0.188901,-0.900960,-0.390625,-356.305497,188.747500,-12.073456,1
4050.000000,0.673684,-0.692017,-0.259350,16.962402,219.678544,336.429021,-0.000001,-0.001145,-0.000001,0.437545,-0.771008,-0.389256,0.250161,0.188903,-0.900960,-0.390625,-357.958278,182.996610,-11.468508,1
4060.000000,0.669258,-0.693213,-0.267486,26.358638,219.545505,334.850773,-0.000000,-0.001145,-0.000000,0.435311,-0.772427,-0.391752,0.245746,0.188905,-0.900959,-0.390625,-359.504757,177.225588,-10.792039,1
4070.000000,0.666146,-0.694180,-0.272696,35.743823,219.232422,332.949579,-0.000001,-0.001144,-0.000001,0.433063,-0.773820,-0.394236,0.241324,0.188907,-0.900959,-0.390624,-360.943817,171.436699,-10.044564,1
4080.000000,0.663415,-0.693476,-0.281020,45.354593,218.502693,330.790200,-0.000000,-0.001144,0.000000,0.430800,-0.775188,-0.396707,0.236893,0.188909,-0.900958,-0.390624,-362.274338,165.632252,-9.226626,1
4090.000000,0.660603,-0.693050,-0.288592,54.384596,217.951338,327.556026,-0.000001,-0.001145,-0.000000,0.428524,-0.776530,-0.399165,0.232455,0.188911,-0.900958,-0.390624,-363.495211,159.814597,-8.338802,1
4100.000000,0.655831,-0.694235,-0.296517,64.073707,217.262507,324.890099,-0.000001,-0.001145,-0.000001,0.426234,-0.777847,-0.401610,0.228009,0.188913,-0.900958,-0.390624,-364.605332,153.986128,-7.381700,1
4110.000000,0.653294,-0.693928,-0.302772,73.063503,217.091080,321.557682,-0.000001,-0.001144,-0.000000,0.423929,-0.779139,-0.404041,0.223555,0.188915,-0.900957,-0.390624,-365.603613,148.149292,-6.355965,1
4120.000000,0.648834,-0.694416,-0.311129,82.213516,216.452471,318.212290,-0.000000,-0.001145,-0.000001,0.421611,-0.780405,-0.406460,0.219095,0.188917,-0.900957,-0.390624,-366.488986,142.306585,-5.262282,1
4130.000000,0.644907,-0.694325,-0.319386,90.622437,215.122335,314.253793,-0.000001,-0.001145,-0.000001,0.419279,-0.781646,-0.408865,0.214627,0.188919,-0.900957,-0.390623,-367.260404,136.460556,-4.101374,1
4140.000000,0.643251,-0.693081,-0.325373,100.166190,215.354256,310.318277,-0.000001,-0.001145,-0.000001,0.416933,-0.782861,-0.411257,0.210152,0.188921,-0.900956,-0.390623,-367.916853,130.613807,-2.874006,1
4150.000000,0.639613,-0.693551,-0.331484,108.453689,214.877276,306.017374,-0.000001,-0.001145,-0.000000,0.414574,-0.784050,-0.413635,0.205670,0.188923,-0.900956,-0.390623,-368.457352,124.768998,-1.580989,1
4160.000000,0.634054,-0.694674,-0.339712,116.205998,214.066580,301.393892,-0.000000,-0.001145,-0.000000,0.412201,-0.785214,-0.416000,0.201181,0.188925,-0.900956,-0.390623,-368.880963,118.928841,-0.223177,1
4170.000000,0.631364,-0.693466,-0.347108,125.210807,213.674089,296.600274,-0.000000,-0.001145,-0.000001,0.409814,-0.786352,-0.418351,0.196686,0.188927,-0.900955,-0.390623,-369.186796,113.096106,1.198529,1
4180.000000,0.627853,-0.693189,-0.353962,133.562858,212.970032,291.319835,-0.000000,-0.001144,-0.000001,0.407414,-0.787464,-0.420689,0.192185,0.188929,-0.900955,-0.390623,-369.374015,107.273614,2.683180,1
4190.000000,0.622851,-0.693241,-0.362592,141.296165,212.601956,285.923495,-0.000001,-0.001145,-0.000000,0.405001,-0.788551,-0.423012,0.187677,0.188931,-0.900955,-0.390623,-369.441846,101.464240,4.229777,1
4200.000000,0.618987,-0.693506,-0.368651,149.247655,212.071471,280.349383,-0.000001,-0.001145,-0.000001,0.402575,-0.789611,-0.425322,0.183163,0.188933,-0.900954,-0.390622,-369.389584,95.670911,5.837274,1
4210.000000,0.614697,-0.693223,-0.376284,156.754584,211.681646,274.605225,-0.000001,-0.001144,-0.000000,0.400135,-0.790646,-0.427618,0.178643,0.188935,-0.900954,-0.390622,-369.216594,89.896602,7.504574,1
4220.000000,0.609409,-0.694670,-0.382169,163.399231,210.716371,268.235278,-0.000001,-0.001144,-0.000001,0.397682,-0.791655,-0.429900,0.174117,0.188937,-0.900954,-0.390622,-368.922328,84.144330,9.230529,1
4230.000000,0.605708,-0.692878,-0.391200,170.074069,210.659504,261.781990,-0.000000,-0.001145,-0.000000,0.395216,-0.792638,-0.432168,0.169586,0.188939,-0.900953,-0.390622,-368.506319,78.417157,11.013945,1
4240.000000,0.601620,-0.693293,-0.396735,178.168597,210.125991,254.919917,-0.000001,-0.001145,-0.000000,0.392738,-0.793595,-0.434422,0.165049,0.188941,-0.900953,-0.390622,-367.968197,72.718182,12.853575,1
4250.000000,0.597864,-0.692642,-0.403491,184.380514,209.171716,248.311136,-0.000001,-0.001144,-0.000000,0.390246,-0.794527,-0.436661,0.160506,0.188943,-0.900952,-0.390622,-367.307689,67.050536,14.748128,1
4260.000000,0.591126,-0.695023,-0.409284,190.658539,208.889686,241.752778,0.000000,-0.001145,-0.000001,0.387742,-0.795432,-0.438887,0.155958,0.188945,-0.900952,-0.390621,-366.524627,61.417377,16.696264,1
4270.000000,0.588215,-0.693028,-0.416792,196.670777,208.218606,235.020695,-0.000000,-0.001144,-0.000001,0.385225,-0.796311,-0.441098,0.151406,0.188947,-0.900952,-0.390621,-365.618950,55.821888,18.696598,1
4280.000000,0.582275,-0.693746,-0.423878,202.216590,208.022336,227.626142,-0.000001,-0.001145,-0.000000,0.382695,-0.797164,-0.443294,0.146848,0.188949,-0.900951,-0.390621,-364.590714,50.267265,20.747703,1
4290.000000,0.576677,-0.694173,-0.430775,208.366042,207.245872,219.930918,-0.000000,-0.001145,-0.000001,0.380153,-0.797991,-0.445476,0.142285,0.188951,-0.900951,-0.390621,-363.440089,44.756719,22.848110,1
4300.000000,0.573108,-0.694523,-0.434954,213.242002,206.866242,211.935079,-0.000001,-0.001144,-0.000000,0.377599,-0.798792,-0.447643,0.137718,0.188953,-0.900951,-0.390621,-362.167367,39.293461,24.996314,1
4310.000000,0.567526,-0.693275,-0.444167,218.483839,205.623111,204.708967,-0.000001,-0.001144,0.000000,0.375032,-0.799567,-0.449796,0.133146,0.188955,-0.900950,-0.390621,-360.772966,33.880704,27.190772,1
4320.000000,0.562552,-0.694002,-0.449329,223.475662,205.556284,195.617675,-0.000000,-0.001145,-0.000000,0.372452,-0.800315,-0.451934,0.128570,0.188957,-0.900950,-0.390621,-359.257425,28.521648,29.429909,1
4330.000000,0.557214,-0.693780,-0.456269,228.284185,204.547750,188.351146,-0.000000,-0.001145,-0.000000,0.369861,-0.801038,-0.454057,0.123990,0.188959,-0.900950,-0.390620,-357.621416,23.219481,31.712124,1
4340.000000,0.552938,-0.692677,-0.463096,232.401382,204.386205,180.190557,-0.000000,-0.001144,-0.000000,0.367258,-0.801734,-0.456166,0.119405,0.188961,-0.900949,-0.390620,-355.865737,17.977367,34.035787,1
4350.000000,0.547523,-0.692756,-0.469369,235.824361,203.529932,171.729583,-0.000000,-0.001145,-0.000000,0.364642,-0.802404,-0.458259,0.114817,0.188963,-0.900949,-0.390620,-353.991314,12.798440,36.399249,1
4360.000000,0.541807,-0.693444,-0.474953,240.316337,203.330019,163.323652,-0.000001,-0.001145,-0.000001,0.362015,-0.803047,-0.460338,0.110225,0.188965,-0.900949,-0.390620,-351.999204,7.685802,38.800842,1
4370.000000,0.535748,-0.693107,-0.482263,243.226671,202.297756,154.890020,-0.000001,-0.001144,-0.000000,0.359375,-0.803665,-0.462401,0.105629,0.188967,-0.900948,-0.390620,-349.890589,2.642510,41.238886,1
4380.000000,0.531033,-0.693298,-0.487177,246.821602,201.961657,146.363995,-0.000001,-0.001144,-0.000001,0.356724,-0.804256,-0.464449,0.101030,0.188969,-0.900948,-0.390620,-347.666779,-2.328426,43.711692,1
4390.000000,0.524305,-0.693437,-0.494216,248.637617,201.374603,137.366256,-0.000001,-0.001145,-0.000000,0.354061,-0.804821,-0.466482,0.096428,0.188971,-0.900947,-0.390619,-345.329206,-7.224049,46.217565,1
4400.000000,0.519829,-0.693549,-0.498766,251.199738,200.651437,128.902528,-0.000000,-0.001144,-0.000000,0.351387,-0.805359,-0.468500,0.091822,0.188973,-0.900947,-0.390619,-342.879425,-12.041464,48.754808,1
4410.000000,0.513689,-0.694462,-0.503832,253.331492,200.610115,120.562050,-0.000001,-0.001145,-0.000001,0.348701,-0.805871,-0.470503,0.087214,0.188975,-0.900947,-0.390619,-340.319107,-16.777839,51.321731,1
4420.000000,0.508297,-0.692899,-0.511394,255.348641,199.861282,111.419606,-0.000001,-0.001145,0.000000,0.346004,-0.806357,-0.472490,0.082602,0.188977,-0.900946,-0.390619,-337.650036,-21.430412,53.916649,1
4430.000000,0.501096,-0.693557,-0.517573,256.598233,198.671875,102.179261,0.000000,-0.001144,-0.000001,0.343296,-0.806816,-0.474461,0.077988,0.188979,-0.900946,-0.390619,-334.874106,-25.996494,56.537890,1
4440.000000,0.495999,-0.693497,-0.522540,257.804040,197.651401,93.765511,-0.000001,-0.001145,-0.000000,0.340576,-0.807249,-0.476417,0.073371,0.188981,-0.900946,-0.390619,-331.993314,-30.473476,59.183797,1
4450.000000,0.490646,-0.693221,-0.527930,258.273053,196.954837,84.649048,-0.000000,-0.001144,-0.000001,0.337845,-0.807656,-0.478358,0.068752,0.188983,-0.900945,-0.390619,-329.009758,-34.858829,61.852734,1
4460.000000,0.484554,-0.693069,-0.533725,259.321375,196.743954,76.051899,-0.000000,-0.001145,-0.000000,0.335103,-0.808036,-0.480283,0.064131,0.188985,-0.900945,-0.390618,-325.925626,-39.150108,64.543086,1
4470.000000,0.477539,-0.693334,-0.539671,259.929724,195.739219,66.682769,-0.000000,-0.001145,-0.000000,0.332350,-0.808389,-0.482192,0.059508,0.188988,-0.900945,-0.390618,-322.743196,-43.344955,67.253265,1
4480.000000,0.471013,-0.693939,-0.544606,259.772342,195.678756,57.634355,-0.000001,-0.001144,-0.000001,0.329586,-0.808717,-0.484085,0.054882,0.188990,-0.900944,-0.390618,-319.464825,-47.441100,69.981712,1
4490.000000,0.465288,-0.693809,-0.549669,259.449492,195.323309,49.188999,0.000000,-0.001145,-0.000001,0.326812,-0.809017,-0.485962,0.050255,0.188992,-0.900944,-0.390618,-316.092945,-51.436364,72.726902,1
4500.000000,0.459075,-0.693514,-0.555237,258.836705,194.949657,40.289127,-0.000001,-0.001145,-0.000001,0.324026,-0.809292,-0.487824,0.045626,0.188994,-0.900944,-0.390618,-312.630059,-55.328657,75.487342,1
4510.000000,0.453565,-0.694197,-0.558900,257.996932,194.054106,31.841217,-0.000000,-0.001145,0.000000,0.321230,-0.809539,-0.489670,0.040996,0.188996,-0.900943,-0.390618,-309.078726,-59.115979,78.261576,1
4520.000000,0.446536,-0.693291,-0.565645,256.576359,193.062826,23.368395,-0.000001,-0.001144,-0.000001,0.318424,-0.809761,-0.491499,0.036364,0.188998,-0.900943,-0.390617,-305.441566,-62.796423,81.048185,1
4530.000000,0.438487,-0.693712,-0.571396,255.004845,192.235841,15.640398,-0.000001,-0.001144,-0.000000,0.315607,-0.809955,-0.493313,0.031731,0.189000,-0.900942,-0.390617,-301.721244,-66.368168,83.845791,1
4540.000000,0.433169,-0.693399,-0.575815,253.571686,192.403289,6.532956,-0.000001,-0.001144,-0.000000,0.312780,-0.810124,-0.495110,0.027098,0.189002,-0.900942,-0.390617,-297.920470,-69.829486,86.653054,1
4550.000000,0.426255,-0.694037,-0.580190,251.213300,191.378760,-2.031897,0.000000,-0.001145,-0.000000,0.309942,-0.810265,-0.496891,0.022463,0.189004,-0.900942,-0.390617,-294.041987,-73.178732,89.468676,1
4560.000000,0.419377,-0.693717,-0.585559,249.050703,191.671936,-9.918637,-0.000000,-0.001144,-0.000001,0.307095,-0.810381,-0.498656,0.017827,0.189006,-0.900941,-0.390617,-290.088572,-76.414347,92.291397,1
4570.000000,0.413370,-0.693486,-0.590086,246.063434,190.214358,-18.159870,-0.000001,-0.001145,0.000000,0.304237,-0.810469,-0.500405,0.013191,0.189008,-0.900941,-0.390617,-286.063025,-79.534857,95.119999,1
4580.000000,0.406837,-0.692559,-0.595689,243.408913,189.474403,-25.795722,-0.000000,-0.001145,-0.000000,0.301370,-0.810532,-0.502137,0.008555,0.189010,-0.900941,-0.390617,-281.968166,-82.538864,97.953302,1
4590.000000,0.399129,-0.694446,-0.598700,240.515122,188.904681,-33.389530,-0.000001,-0.001145,-0.000000,0.298492,-0.810567,-0.503853,0.003918,0.189012,-0.900940,-0.390616,-277.806826,-85.425054,100.790167,1
4600.000000,0.391300,-0.693801,-0.604587,236.606908,188.926626,-40.987522,-0.000000,-0.001144,-0.000000,0.295605,-0.810576,-0.505552,-0.000719,0.189014,-0.900940,-0.390616,-273.581742,-88.192262,103.629572,1
4610.000000,0.385198,-0.693540,-0.608790,233.247234,187.726621,-49.179836,-0.000001,-0.001146,-0.000001,0.292708,-0.810559,-0.507235,-0.005356,0.189016,-0.900940,-0.390616,-269.295652,-90.839292,106.470435,1
4620.000000,0.378389,-0.692597,-0.614111,229.221471,187.478347,-56.093619,-0.000000,-0.001145,-0.000001,0.289802,-0.810515,-0.508901,-0.009993,0.189018,-0.900939,-0.390616,-264.951338,-93.364971,109.311657,1
4630.000000,0.371177,-0.693320,-0.617686,225.118242,187.543921,-63.285345,-0.000000,-0.001145,-0.000001,0.286886,-0.810445,-0.510550,-0.014629,0.189020,-0.900939,-0.390616,-260.551591,-95.768192,112.152167,1
4640.000000,0.363824,-0.693450,-0.621899,220.650304,186.495275,-70.387249,-0.000001,-0.001144,-0.000001,0.283961,-0.810348,-0.512183,-0.019265,0.189022,-0.900939,-0.390616,-256.099206,-98.047913,114.990921,1
4650.000000,0.357422,-0.693665,-0.625362,215.526904,185.873398,-77.176930,-0.000001,-0.001145,-0.000001,0.281026,-0.810224,-0.513799,-0.023900,0.189024,-0.900938,-0.390615,-251.596986,-100.203152,117.826895,1
4660.000000,0.349563,-0.692757,-0.630788,211.281883,185.659488,-84.479991,-0.000001,-0.001144,-0.000000,0.278082,-0.810074,-0.515398,-0.028535,0.189026,-0.900938,-0.390615,-247.047729,-102.232987,120.659084,1
4670.000000,0.343745,-0.692982,-0.633732,206.707452,185.086892,-90.693737,-0.000001,-0.001145,-0.000000,0.275129,-0.809898,-0.516981,-0.033168,0.189028,-0.900937,-0.390615,-242.454236,-104.136551,123.486500,1
4680.000000,0.337855,-0.693054,-0.636812,201.246762,184.293409,-96.716207,-0.000001,-0.001145,-0.000000,0.272167,-0.809695,-0.518546,-0.037801,0.189030,-0.900937,-0.390615,-237.819304,-105.913033,126.308166,1
4690.000000,0.327518,-0.694133,-0.641024,195.504827,184.021135,-103.115098,-0.000001,-0.001144,-0.000001,0.269197,-0.809465,-0.520095,-0.042432,0.189032,-0.900937,-0.390615,-233.145726,-107.561671,129.123113,1
4700.000000,0.320858,-0.692900,-0.645709,189.799147,183.381683,-108.314345,-0.000000,-0.001144,-0.000001,0.266217,-0.809209,-0.521626,-0.047062,0.189034,-0.900936,-0.390615,-228.436292,-109.081755,131.930375,1
4710.000000,0.314540,-0.693364,-0.648313,184.272812,183.005276,-114.043609,-0.000001,-0.001145,-0.000000,0.263229,-0.808927,-0.523140,-0.051690,0.189036,-0.900936,-0.390614,-223.693786,-110.472623,134.728990,1
4720.000000,0.305180,-0.694229,-0.651852,178.112784,182.381175,-119.540619,-0.000000,-0.001144,-0.000000,0.260232,-0.808618,-0.524638,-0.056317,0.189038,-0.900936,-0.390614,-218.920989,-111.733661,137.517988,1
4730.000000,0.297856,-0.693131,-0.656392,171.936578,182.200910,-124.450805,0.000000,-0.001144,-0.000001,0.257226,-0.808283,-0.526118,-0.060942,0.189040,-0.900935,-0.390614,-214.120681,-112.864301,140.296397,1
4740.000000,0.291116,-0.694046,-0.658447,165.825149,181.817177,-129.508722,-0.000000,-0.001145,-0.000001,0.254212,-0.807921,-0.527581,-0.065565,0.189042,-0.900935,-0.390614,-209.295636,-113.864024,143.063231,1
4750.000000,0.283400,-0.693544,-0.662330,159.752913,181.780221,-133.854872,-0.000001,-0.001144,0.000000,0.251190,-0.807532,-0.529026,-0.070185,0.189044,-0.900935,-0.390614,-204.448630,-114.732353,145.817491,1
4760.000000,0.276341,-0.693387,-0.665470,152.052730,181.159015,-138.035436,-0.000001,-0.001144,-0.000000,0.248160,-0.807118,-0.530455,-0.074804,0.189046,-0.900934,-0.390614,-199.582438,-115.468865,148.558162,1
4770.000000,0.267194,-0.693025,-0.669570,146.288838,180.901691,-141.904567,-0.000001,-0.001145,-0.000000,0.245121,-0.806677,-0.531865,-0.079420,0.189048,-0.900934,-0.390614,-194.699840,-116.073180,151.284206,1
4780.000000,0.259659,-0.693993,-0.671529,138.997457,181.052399,-145.567089,-0.000001,-0.001145,-0.000001,0.242075,-0.806209,-0.533259,-0.084033,0.189050,-0.900934,-0.390613,-189.803617,-116.544971,153.994567,1
4790.000000,0.252625,-0.692908,-0.675321,132.660777,180.673497,-149.317228,-0.000000,-0.001145,-0.000000,0.239020,-0.805715,-0.534635,-0.088643,0.189052,-0.900933,-0.390613,-184.896558,-116.883962,156.688158,1
4800.000000,0.246992,-0.693925,-0.676361,124.628445,179.832021,-152.799041,-0.000000,-0.001145,-0.000001,0.235958,-0.805195,-0.535994,-0.093251,0.189054,-0.900933,-0.390613,-179.981460,-117.089931,159.363871,1
4810.000000,0.238249,-0.692994,-0.680439,118.176679,180.663035,-155.594844,-0.000001,-0.001144,-0.000000,0.232888,-0.804648,-0.537335,-0.097856,0.189056,-0.900932,-0.390613,-175.061129,-117.162713,162.020566,1
4820.000000,0.230474,-0.693566,-0.682530,111.069150,180.252712,-158.368025,-0.000001,-0.001144,-0.000000,0.229810,-0.804075,-0.538658,-0.102457,0.189058,-0.900932,-0.390613,-170.138383,-117.102204,164.657072,1
4830.000000,0.223458,-0.693985,-0.684435,103.661709,179.287481,-160.736726,-0.000001,-0.001144,-0.000000,0.226725,-0.803476,-0.539964,-0.107055,0.189060,-0.900932,-0.390613,-165.216054,-116.908361,167.272192,1
4840.000000,0.213899,-0.693901,-0.687567,96.404913,179.524193,-163.112843,-0.000000,-0.001144,-0.000000,0.223633,-0.802851,-0.541252,-0.111650,0.189062,-0.900931,-0.390612,-160.296987,-116.581211,169.864692,1
4850.000000,0.205244,-0.692384,-0.691722,88.637859,179.489857,-165.327391,-0.000001,-0.001145,-0.000000,0.220533,-0.802199,-0.542523,-0.116241,0.189064,-0.900931,-0.390612,-155.384045,-116.120848,172.433312,1
4860.000000,0.198358,-0.692602,-0.693510,81.339223,179.297898,-166.717794,-0.000001,-0.001145,-0.000001,0.217426,-0.801521,-0.543775,-0.120828,0.189066,-0.900931,-0.390612,-150.480105,-115.527445,174.976759,1
4870.000000,0.189823,-0.694433,-0.694068,73.987469,179.333117,-168.064603,-0.000000,-0.001144,-0.000000,0.214311,-0.800816,-0.545010,-0.125411,0.189068,-0.900930,-0.390612,-145.588066,-114.801250,177.493710,1
4880.000000,0.181784,-0.693015,-0.697628,66.876499,178.978610,-169.614998,-0.000001,-0.001145,-0.000000,0.211190,-0.800086,-0.546227,-0.129990,0.189070,-0.900930,-0.390612,-140.710840,-113.942598,179.982815,1
4890.000000,0.174685,-0.693530,-0.698929,59.115207,179.322979,-169.855447,-0.000000,-0.001144,-0.000001,0.208062,-0.799329,-0.547426,-0.134565,0.189072,-0.900930,-0.390612,-135.851360,-112.951909,182.442697,1
4900.000000,0.166579,-0.693929,-0.700510,52.277090,179.183292,-170.296150,-0.000000,-0.001145,-0.000000,0.204927,-0.798546,-0.548608,-0.139135,0.189074,-0.900929,-0.390612,-131.012575,-111.829696,184.871954,1
4910.000000,0.157923,-0.693110,-0.703320,44.393386,179.457866,-170.587413,-0.000001,-0.001144,-0.000001,0.201785,-0.797737,-0.549771,-0.143701,0.189076,-0.900929,-0.390611,-126.197451,-110.576569,187.269162,1
4920.000000,0.149908,-0.693394,-0.704792,36.349087,179.598609,-170.873357,-0.000001,-0.001145,-0.000000,0.198637,-0.796902,-0.550916,-0.148262,0.189078,-0.900929,-0.390611,-121.408969,-109.193237,189.632878,1
4930.000000,0.143180,-0.694586,-0.705018,29.359668,179.525773,-169.559189,-0.000001,-0.001145,-0.000001,0.195482,-0.796041,-0.552043,-0.152818,0.189081,-0.900928,-0.390611,-116.650124,-107.680514,191.961643,1
4940.000000,0.134086,-0.693395,-0.707972,21.930165,179.587900,-170.103673,-0.000000,-0.001144,-0.000000,0.192321,-0.795154,-0.553153,-0.157369,0.189083,-0.900928,-0.390611,-111.923923,-106.039323,194.253986,1
4950.000000,0.125275,-0.693572,-0.709411,14.838872,180.150993,-168.689587,-0.000001,-0.001145,-0.000000,0.189154,-0.794241,-0.554244,-0.161916,0.189085,-0.900927,-0.390611,-107.233382,-104.270697,196.508425,1
4960.000000,0.117617,-0.693718,-0.710578,7.486342,179.955341,-167.789252,-0.000001,-0.001144,-0.000001,0.185980,-0.793301,-0.555317,-0.166456,0.189087,-0.900927,-0.390611,-102.581523,-102.375785,198.723477,1
4970.000000,0.110097,-0.694659,-0.710864,0.286325,180.113517,-166.150976,-0.000001,-0.001144,-0.000000,0.182800,-0.792336,-0.556372,-0.170992,0.189089,-0.900927,-0.390610,-97.971372,-100.355854,200.897655,1
4980.000000,0.101821,-0.693915,-0.712821,-6.949492,180.271215,-165.079969,-0.000001,-0.001145,-0.000001,0.179614,-0.791345,-0.557408,-0.175522,0.189091,-0.900926,-0.390610,-93.405956,-98.212290,203.029476,1
4990.000000,0.091950,-0.693571,-0.714496,-13.755003,180.997655,-162.104492,-0.000000,-0.001145,-0.000001,0.176423,-0.790328,-0.558427,-0.180046,0.189093,-0.900926,-0.390610,-88.888294,-95.946603,205.117467,1
5000.000000,0.087393,-0.694150,-0.714506,-21.071902,180.673203,-159.694123,-0.000000,-0.001145,-0.000001,0.173225,-0.789285,-0.559427,-0.184564,0.189095,-0.900926,-0.390610,-84.421402,-93.560425,207.160165,1
5010.000000,0.076642,-0.692609,-0.717230,-27.244988,181.227418,-157.738855,-0.000001,-0.001144,-0.000000,0.170022,-0.788216,-0.560409,-0.189076,0.189097,-0.900925,-0.390610,-80.008279,-91.055514,209.156128,1
5020.000000,0.069285,-0.691995,-0.718570,-34.492935,181.846640,-154.774184,-0.000001,-0.001145,-0.000000,0.166814,-0.787122,-0.561372,-0.193582,0.189099,-0.900925,-0.390610,-75.651909,-88.433755,211.103933,1
5030.000000,0.061292,-0.694694,-0.716690,-40.829199,181.370423,-152.041382,-0.000000,-0.001145,-0.000000,0.163600,-0.786002,-0.562317,-0.198081,0.189101,-0.900925,-0.390610,-71.355254,-85.697157,213.002184,1
5040.000000,0.051851,-0.693299,-0.718782,-47.067687,181.890025,-148.419358,-0.000000,-0.001145,-0.000000,0.160380,-0.784856,-0.563244,-0.202574,0.189103,-0.900924,-0.390609,-67.121247,-82.847857,214.849517,1
5050.000000,0.042757,-0.692971,-0.719696,-53.191687,182.744377,-145.037045,-0.000000,-0.001144,-0.000000,0.157156,-0.783684,-0.564152,-0.207061,0.189105,-0.900924,-0.390609,-62.952791,-79.888117,216.644604,1
5060.000000,0.035039,-0.694350,-0.718784,-59.371576,183.201519,-141.782844,-0.000001,-0.001145,-0.000000,0.153926,-0.782487,-0.565042,-0.211541,0.189107,-0.900924,-0.390609,-58.852750,-76.820320,218.386155,1
5070.000000,0.027712,-0.692866,-0.720534,-64.741155,183.486180,-137.792531,-0.000001,-0.001145,-0.000000,0.150691,-0.781264,-0.565913,-0.216013,0.189109,-0.900923,-0.390609,-54.823946,-73.646976,220.072927,1
5080.000000,0.018752,-0.694673,-0.719081,-70.513186,184.087939,-132.917118,-0.000000,-0.001144,-0.000001,0.147451,-0.780015,-0.566766,-0.220479,0.189111,-0.900923,-0.390609,-50.869151,-70.370711,221.703724,1
5090.000000,0.012292,-0.693621,-0.720236,-76.364067,183.947905,-128.899300,-0.000001,-0.001144,-0.000001,0.144207,-0.778741,-0.567600,-0.224937,0.189113,-0.900922,-0.390609,-46.991087,-66.994272,223.277402,1
5100.000000,0.002551,-0.694640,-0.719353,-81.883926,184.792611,-124.353212,-0.000000,-0.001145,-0.000000,0.140957,-0.777442,-0.568416,-0.229389,0.189115,-0.900922,-0.390608,-43.192412,-63.520518,224.792876,1
